Portefeuille;Programme;Nom_programme;Element;Nom_element;Repartition;Supercategorie;Type_de_credits;Montant
Éducation;04;Éducation préscolaire et enseignement primaire et secondaire;05;Aide au transport scolaire;Dépenses;Transferts;Annuels;644 852 000
Éducation;05;Développement du sport, du loisir et du plein air;01;Développement du sport et du loisir;Dépenses;Transferts;Annuels;144 029 000
Éducation;05;Développement du sport, du loisir et du plein air;01;Développement du sport et du loisir;Dépenses;;Ne nécessitant pas de crédits;-5 801 000
Éducation;05;Développement du sport, du loisir et du plein air;02;Infrastructures de sports et de loisirs;Dépenses;Affectation à un fonds spécial;Annuels;62 217 000
Éducation;05;Développement du sport, du loisir et du plein air;03;Société des établissements de plein air du Québec;Dépenses;Fonctionnement;Annuels;20 800 000
Éducation;05;Développement du sport, du loisir et du plein air;03;Société des établissements de plein air du Québec;Dépenses;Transferts;Annuels;82 803 000
Éducation;06;Régimes de retraite;01;Régime de retraite des enseignants;Dépenses;Transferts;Permanents;111 775 000
Éducation;06;Régimes de retraite;02;Régime de retraite des employés du gouvernement et des organismes publics;Dépenses;Transferts;Permanents;1 278 746 000
Éducation;06;Régimes de retraite;03;Régime de retraite du personnel d'encadrement;Dépenses;Transferts;Permanents;145 968 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;01;Direction et administration;Dépenses;Rémunération;Annuels;64 462 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;01;Direction et administration;Dépenses;Fonctionnement;Annuels;64 565 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;01;Direction et administration;Dépenses;Fonctionnement;Permanents;19 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;01;Direction et administration;Dépenses;Créances douteuses et autres provisions;Permanents;106 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;01;Direction et administration;Dépenses;Transferts;Annuels;375 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;01;Direction et administration;Dépenses;Affectation à un fonds spécial;Annuels;7 145 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;01;Direction et administration;Dépenses;;Ne nécessitant pas de crédits;57 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;02;Solidarité sociale et analyse stratégique;Dépenses;Rémunération;Annuels;131 694 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;02;Solidarité sociale et analyse stratégique;Dépenses;Fonctionnement;Annuels;9 558 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;02;Solidarité sociale et analyse stratégique;Investissements;Prêts, placements, avances et autres coûts;Annuels;1 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;02;Solidarité sociale et analyse stratégique;Dépenses;;Ne nécessitant pas de crédits;-19 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;03;Services d'aide à l'emploi;Dépenses;Transferts;Annuels;1 351 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;03;Services d'aide à l'emploi;Dépenses;Affectation à un fonds spécial;Annuels;206 324 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;03;Services d'aide à l'emploi;Dépenses;;Ne nécessitant pas de crédits;-60 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;04;Services Québec;Dépenses;Affectation à un fonds spécial;Annuels;87 913 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;05;Recouvrement;Dépenses;Rémunération;Annuels;8 819 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;05;Recouvrement;Dépenses;Fonctionnement;Annuels;462 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;05;Recouvrement;Dépenses;Fonctionnement;Permanents;46 000
Emploi et Solidarité sociale;01;Gouvernance, administration et services à la clientèle;05;Recouvrement;Dépenses;;Ne nécessitant pas de crédits;-1 000
Emploi et Solidarité sociale;02;Solidarité sociale et Action communautaire;01;Aide aux personnes et aux familles;Dépenses;Créances douteuses et autres provisions;Permanents;25 286 000
Emploi et Solidarité sociale;02;Solidarité sociale et Action communautaire;01;Aide aux personnes et aux familles;Dépenses;Transferts;Annuels;3 621 709 000
Emploi et Solidarité sociale;02;Solidarité sociale et Action communautaire;01;Aide aux personnes et aux familles;Dépenses;Affectation à un fonds spécial;Annuels;70 095 000
Emploi et Solidarité sociale;02;Solidarité sociale et Action communautaire;02;Action communautaire;Dépenses;Transferts;Annuels;79 602 000
Emploi et Solidarité sociale;02;Solidarité sociale et Action communautaire;02;Action communautaire;Dépenses;Affectation à un fonds spécial;Annuels;57 874 000
Emploi et Solidarité sociale;02;Solidarité sociale et Action communautaire;03;Office de la sécurité économique des chasseurs cris;Dépenses;Transferts;Annuels;27 809 000
Emploi et Solidarité sociale;03;Emploi;01;Mesures d'aide à l'emploi;Dépenses;Transferts;Annuels;12 200 000
Emploi et Solidarité sociale;03;Emploi;01;Mesures d'aide à l'emploi;Dépenses;Affectation à un fonds spécial;Annuels;943 664 000
Enseignement supérieur;01;Administration;01;Direction;Dépenses;Rémunération;Annuels;5 715 000
Enseignement supérieur;01;Administration;01;Direction;Dépenses;Fonctionnement;Annuels;2 880 000
Enseignement supérieur;01;Administration;01;Direction;Dépenses;Fonctionnement;Permanents;10 000
Enseignement supérieur;01;Administration;01;Direction;Dépenses;Transferts;Annuels;247 000
Enseignement supérieur;01;Administration;02;Performance, financement, interventions régionales et soutien à la gestion;Dépenses;Rémunération;Annuels;17 197 000
Enseignement supérieur;01;Administration;02;Performance, financement, interventions régionales et soutien à la gestion;Dépenses;Fonctionnement;Annuels;6 226 000
Enseignement supérieur;01;Administration;03;Développement et soutien des réseaux;Dépenses;Rémunération;Annuels;17 375 000
Enseignement supérieur;01;Administration;03;Développement et soutien des réseaux;Dépenses;Fonctionnement;Annuels;20 331 000
Enseignement supérieur;01;Administration;03;Développement et soutien des réseaux;Dépenses;Transferts;Annuels;6 353 000
Enseignement supérieur;01;Administration;03;Développement et soutien des réseaux;Dépenses;;Ne nécessitant pas de crédits;-10 000
Enseignement supérieur;01;Administration;04;Accessibilité aux études, infrastructures et ressources informationnelles;Dépenses;Rémunération;Annuels;24 684 000
Enseignement supérieur;01;Administration;04;Accessibilité aux études, infrastructures et ressources informationnelles;Dépenses;Fonctionnement;Annuels;13 293 000
Enseignement supérieur;01;Administration;04;Accessibilité aux études, infrastructures et ressources informationnelles;Investissements;Immobilisations en ressources informationnelles;Annuels;4 212 000
Enseignement supérieur;01;Administration;04;Accessibilité aux études, infrastructures et ressources informationnelles;Dépenses;;Ne nécessitant pas de crédits;1 457 000
Enseignement supérieur;02;Soutien aux organismes;01;Institut de tourisme et d'hôtellerie du Québec;Dépenses;Transferts;Annuels;35 006 000
Enseignement supérieur;02;Soutien aux organismes;02;Soutien à des partenaires en enseignement supérieur;Dépenses;Transferts;Annuels;14 378 000
Enseignement supérieur;02;Soutien aux organismes;03;Comité consultatif sur l'accessibilité financière aux études;Dépenses;Rémunération;Annuels;65 000
Enseignement supérieur;02;Soutien aux organismes;03;Comité consultatif sur l'accessibilité financière aux études;Dépenses;Fonctionnement;Annuels;6 000
Enseignement supérieur;02;Soutien aux organismes;04;Commission d'évaluation de l'enseignement collégial;Dépenses;Rémunération;Annuels;2 359 000
Enseignement supérieur;02;Soutien aux organismes;04;Commission d'évaluation de l'enseignement collégial;Dépenses;Fonctionnement;Annuels;413 000
Enseignement supérieur;02;Soutien aux organismes;04;Commission d'évaluation de l'enseignement collégial;Investissements;Immobilisations en ressources informationnelles;Annuels;8 000
Enseignement supérieur;02;Soutien aux organismes;04;Commission d'évaluation de l'enseignement collégial;Dépenses;;Ne nécessitant pas de crédits;8 000
Enseignement supérieur;03;Aide financière aux études et bourses incitatives;01;Bourses consécutives aux prêts;Dépenses;Transferts;Annuels;682 881 000
Enseignement supérieur;03;Aide financière aux études et bourses incitatives;02;Intérêts et remboursements aux banques;Dépenses;Créances douteuses et autres provisions;Annuels;31 172 000
Enseignement supérieur;03;Aide financière aux études et bourses incitatives;02;Intérêts et remboursements aux banques;Dépenses;Créances douteuses et autres provisions;Permanents;54 442 000
Enseignement supérieur;03;Aide financière aux études et bourses incitatives;02;Intérêts et remboursements aux banques;Dépenses;Transferts;Annuels;98 853 000
Enseignement supérieur;03;Aide financière aux études et bourses incitatives;02;Intérêts et remboursements aux banques;Investissements;Prêts, placements, avances et autres coûts;Annuels;101 806 000
Enseignement supérieur;03;Aide financière aux études et bourses incitatives;03;Autres bourses;Dépenses;Transferts;Annuels;19 204 000
Enseignement supérieur;03;Aide financière aux études et bourses incitatives;04;Bourses incitatives;Dépenses;Transferts;Annuels;289 429 000
Enseignement supérieur;04;Enseignement supérieur;01;Cégeps;Dépenses;Transferts;Annuels;2 863 293 000
Enseignement supérieur;04;Enseignement supérieur;02;Universités;Dépenses;Transferts;Annuels;4 095 085 000
Enseignement supérieur;04;Enseignement supérieur;02;Universités;Dépenses;Affectation à un fonds spécial;Annuels;25 000 000
Enseignement supérieur;04;Enseignement supérieur;03;Enseignement privé au collégial;Dépenses;Transferts;Annuels;148 042 000
Enseignement supérieur;04;Enseignement supérieur;04;Financement des infrastructures des cégeps;Dépenses;Transferts;Annuels;580 829 000
Enseignement supérieur;04;Enseignement supérieur;04;Financement des infrastructures des cégeps;Dépenses;Transferts;Permanents;50 702 000
Enseignement supérieur;04;Enseignement supérieur;05;Financement des infrastructures des universités;Dépenses;Transferts;Annuels;1 006 152 000
Enseignement supérieur;05;Régimes de retraite;01;Régime de retraite des employés du gouvernement et des organismes publics;Dépenses;Transferts;Permanents;232 659 000
Enseignement supérieur;05;Régimes de retraite;02;Régime de retraite du personnel d'encadrement;Dépenses;Transferts;Permanents;27 289 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;01;Direction du Ministère;Dépenses;Rémunération;Annuels;13 371 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;01;Direction du Ministère;Dépenses;Fonctionnement;Annuels;48 911 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;01;Direction du Ministère;Dépenses;Fonctionnement;Permanents;10 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;01;Direction du Ministère;Dépenses;Transferts;Annuels;531 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;01;Direction du Ministère;Dépenses;;Ne nécessitant pas de crédits;-3 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;02;Soutien et transformation organisationnelle;Dépenses;Rémunération;Annuels;55 267 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;02;Soutien et transformation organisationnelle;Dépenses;Fonctionnement;Annuels;50 404 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;02;Soutien et transformation organisationnelle;Dépenses;Créances douteuses et autres provisions;Permanents;23 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;02;Soutien et transformation organisationnelle;Dépenses;Transferts;Annuels;6 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;02;Soutien et transformation organisationnelle;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;624 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;02;Soutien et transformation organisationnelle;Investissements;Immobilisations en ressources informationnelles;Annuels;9 333 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;02;Soutien et transformation organisationnelle;Dépenses;;Ne nécessitant pas de crédits;26 224 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;03;Autorisations environnementales et opérations régionales;Dépenses;Rémunération;Annuels;65 827 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;03;Autorisations environnementales et opérations régionales;Dépenses;Fonctionnement;Annuels;3 589 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;03;Autorisations environnementales et opérations régionales;Dépenses;Transferts;Annuels;16 744 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;03;Autorisations environnementales et opérations régionales;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;1 320 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;03;Autorisations environnementales et opérations régionales;Dépenses;;Ne nécessitant pas de crédits;-2 077 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;04;Contrôle environnemental, protection de la faune et sécurité des barrages;Dépenses;Rémunération;Annuels;54 177 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;04;Contrôle environnemental, protection de la faune et sécurité des barrages;Dépenses;Fonctionnement;Annuels;6 694 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;04;Contrôle environnemental, protection de la faune et sécurité des barrages;Dépenses;Transferts;Annuels;2 353 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;04;Contrôle environnemental, protection de la faune et sécurité des barrages;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;344 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;04;Contrôle environnemental, protection de la faune et sécurité des barrages;Dépenses;;Ne nécessitant pas de crédits;-304 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;05;Expertise et politiques de l'eau et de l'air;Dépenses;Rémunération;Annuels;33 874 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;05;Expertise et politiques de l'eau et de l'air;Dépenses;Fonctionnement;Annuels;3 261 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;05;Expertise et politiques de l'eau et de l'air;Dépenses;Transferts;Annuels;18 822 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;05;Expertise et politiques de l'eau et de l'air;Dépenses;Affectation à un fonds spécial;Annuels;10 484 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;05;Expertise et politiques de l'eau et de l'air;Investissements;Prêts, placements, avances et autres coûts;Annuels;1 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;05;Expertise et politiques de l'eau et de l'air;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;3 720 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;05;Expertise et politiques de l'eau et de l'air;Dépenses;;Ne nécessitant pas de crédits;-393 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;06;Gestion des barrages;Dépenses;Rémunération;Annuels;10 955 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;06;Gestion des barrages;Dépenses;Fonctionnement;Annuels;8 547 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;06;Gestion des barrages;Investissements;Prêts, placements, avances et autres coûts;Annuels;2 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;06;Gestion des barrages;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;27 859 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;06;Gestion des barrages;Dépenses;;Ne nécessitant pas de crédits;-6 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;07;Expertise et politiques en milieu terrestre et développement durable;Dépenses;Rémunération;Annuels;3 050 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;07;Expertise et politiques en milieu terrestre et développement durable;Dépenses;Fonctionnement;Annuels;199 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;07;Expertise et politiques en milieu terrestre et développement durable;Dépenses;Transferts;Annuels;4 350 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;08;Biodiversité, faune et parcs;Dépenses;Rémunération;Annuels;32 343 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;08;Biodiversité, faune et parcs;Dépenses;Fonctionnement;Annuels;20 419 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;08;Biodiversité, faune et parcs;Dépenses;Transferts;Annuels;64 205 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;08;Biodiversité, faune et parcs;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;11 099 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;08;Biodiversité, faune et parcs;Dépenses;;Ne nécessitant pas de crédits;-672 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;09;Bureau de la transition climatique et énergétique;Dépenses;Fonctionnement;Annuels;60 000
Environnement, Lutte contre les changements climatiques, Faune ;01;Protection de l'environnement et de la faune;09;Bureau de la transition climatique et énergétique;Dépenses;Affectation à un fonds spécial;Annuels;2 076 000
Environnement, Lutte contre les changements climatiques, Faune ;02;Bureau d'audiences publiques sur l'environnement;01;Bureau d'audiences publiques sur l'environnement;Dépenses;Rémunération;Annuels;6 514 000
Environnement, Lutte contre les changements climatiques, Faune ;02;Bureau d'audiences publiques sur l'environnement;01;Bureau d'audiences publiques sur l'environnement;Dépenses;Fonctionnement;Annuels;1 305 000
Environnement, Lutte contre les changements climatiques, Faune ;02;Bureau d'audiences publiques sur l'environnement;01;Bureau d'audiences publiques sur l'environnement;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;7 000
Environnement, Lutte contre les changements climatiques, Faune ;02;Bureau d'audiences publiques sur l'environnement;01;Bureau d'audiences publiques sur l'environnement;Investissements;Immobilisations en ressources informationnelles;Annuels;52 000
Environnement, Lutte contre les changements climatiques, Faune ;02;Bureau d'audiences publiques sur l'environnement;01;Bureau d'audiences publiques sur l'environnement;Dépenses;;Ne nécessitant pas de crédits;118 000
Famille;01;Planification, recherche et administration;01;Direction et administration;Dépenses;Rémunération;Annuels;15 976 000
Famille;01;Planification, recherche et administration;01;Direction et administration;Dépenses;Fonctionnement;Annuels;18 480 000
Famille;01;Planification, recherche et administration;01;Direction et administration;Dépenses;Fonctionnement;Permanents;10 000
Famille;01;Planification, recherche et administration;01;Direction et administration;Dépenses;Créances douteuses et autres provisions;Permanents;141 000
Famille;01;Planification, recherche et administration;01;Direction et administration;Dépenses;Transferts;Annuels;150 000
Famille;01;Planification, recherche et administration;01;Direction et administration;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;50 000
Famille;01;Planification, recherche et administration;01;Direction et administration;Investissements;Immobilisations en ressources informationnelles;Annuels;9 705 000
Famille;01;Planification, recherche et administration;01;Direction et administration;Dépenses;;Ne nécessitant pas de crédits;3 383 000
Famille;01;Planification, recherche et administration;02;Planification, politique et recherche;Dépenses;Rémunération;Annuels;50 889 000
Famille;01;Planification, recherche et administration;02;Planification, politique et recherche;Dépenses;Fonctionnement;Annuels;2 934 000
Famille;02;Mesures d'aide à la famille;01;Soutien financier lié aux services à la famille;Dépenses;Fonctionnement;Annuels;6 928 000
Famille;02;Mesures d'aide à la famille;01;Soutien financier lié aux services à la famille;Dépenses;Créances douteuses et autres provisions;Permanents;4 000
Famille;02;Mesures d'aide à la famille;01;Soutien financier lié aux services à la famille;Dépenses;Transferts;Annuels;49 448 000
Famille;02;Mesures d'aide à la famille;01;Soutien financier lié aux services à la famille;Dépenses;;Ne nécessitant pas de crédits;-100 000
Famille;02;Mesures d'aide à la famille;02;Administration de l'Allocation famille;Dépenses;Fonctionnement;Annuels;49 805 000
Famille;02;Mesures d'aide à la famille;03;Soutien financier aux organismes communautaires;Dépenses;Transferts;Annuels;51 160 000
Famille;03;Services de garde éducatifs à l'enfance;01;Entente avec le Gouvernement de la nation crie;Dépenses;Affectation à un fonds spécial;Annuels;24 479 000
Famille;03;Services de garde éducatifs à l'enfance;02;Subvention pour le financement des infrastructures des centres de la petite enfance;Dépenses;Affectation à un fonds spécial;Annuels;242 744 000
Famille;03;Services de garde éducatifs à l'enfance;02;Subvention pour le financement des infrastructures des centres de la petite enfance;Dépenses;;Ne nécessitant pas de crédits;-652 000
Famille;03;Services de garde éducatifs à l'enfance;03;Régime de retraite à l'intention d'employés œuvrant dans le domaine des services de garde éducatifs à l'enfance;Dépenses;Affectation à un fonds spécial;Annuels;129 636 000
Famille;03;Services de garde éducatifs à l'enfance;04;Régime d'assurance collective;Dépenses;Affectation à un fonds spécial;Annuels;55 453 000
Famille;03;Services de garde éducatifs à l'enfance;05;Soutien financier aux centres de la petite enfance;Dépenses;Affectation à un fonds spécial;Annuels;1 757 923 000
Famille;03;Services de garde éducatifs à l'enfance;05;Soutien financier aux centres de la petite enfance;Dépenses;;Ne nécessitant pas de crédits;-40 000
Famille;03;Services de garde éducatifs à l'enfance;06;Soutien financier aux garderies;Dépenses;Affectation à un fonds spécial;Annuels;935 305 000
Famille;03;Services de garde éducatifs à l'enfance;06;Soutien financier aux garderies;Dépenses;;Ne nécessitant pas de crédits;-38 000
Famille;03;Services de garde éducatifs à l'enfance;07;Soutien financier aux bureaux coordonnateurs de la garde éducative en milieu familial et aux personnes responsables d'un service de garde éducatif en milieu familial;Dépenses;Affectation à un fonds spécial;Annuels;701 729 000
Famille;04;Curateur public;01;Direction et administration du Curateur public;Dépenses;Rémunération;Annuels;12 197 000
Famille;04;Curateur public;01;Direction et administration du Curateur public;Dépenses;Rémunération;Permanents;5 818 000
Famille;04;Curateur public;01;Direction et administration du Curateur public;Dépenses;Fonctionnement;Annuels;7 359 000
Famille;04;Curateur public;01;Direction et administration du Curateur public;Dépenses;Fonctionnement;Permanents;2 460 000
Famille;04;Curateur public;01;Direction et administration du Curateur public;Dépenses;Créances douteuses et autres provisions;Permanents;27 000
Famille;04;Curateur public;01;Direction et administration du Curateur public;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;23 000
Famille;04;Curateur public;01;Direction et administration du Curateur public;Dépenses;;Ne nécessitant pas de crédits;7 774 000
Famille;04;Curateur public;02;Mesures de protection;Dépenses;Rémunération;Annuels;45 167 000
Famille;04;Curateur public;02;Mesures de protection;Dépenses;Rémunération;Permanents;17 672 000
Famille;04;Curateur public;02;Mesures de protection;Dépenses;Fonctionnement;Annuels;18 216 000
Famille;04;Curateur public;02;Mesures de protection;Dépenses;Fonctionnement;Permanents;362 000
Famille;04;Curateur public;02;Mesures de protection;Investissements;Immobilisations en ressources informationnelles;Annuels;9 993 000
Famille;04;Curateur public;02;Mesures de protection;Dépenses;;Ne nécessitant pas de crédits;-30 000
Finances;01;Direction et administration;01;Direction et administration;Dépenses;Rémunération;Annuels;20 446 000
Finances;01;Direction et administration;01;Direction et administration;Dépenses;Fonctionnement;Annuels;18 457 000
Finances;01;Direction et administration;01;Direction et administration;Dépenses;Fonctionnement;Permanents;10 000
Finances;01;Direction et administration;01;Direction et administration;Dépenses;Transferts;Annuels;342 000
Finances;01;Direction et administration;01;Direction et administration;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;12 000
Finances;01;Direction et administration;01;Direction et administration;Investissements;Immobilisations en ressources informationnelles;Annuels;1 464 000
Finances;01;Direction et administration;01;Direction et administration;Dépenses;;Ne nécessitant pas de crédits;258 000
Finances;02;Activités en matière économique, fiscale, budgétaire et financière;01;Politiques budgétaires, fiscales, économiques et encadrement du secteur financier;Dépenses;Rémunération;Annuels;22 472 000
Finances;02;Activités en matière économique, fiscale, budgétaire et financière;01;Politiques budgétaires, fiscales, économiques et encadrement du secteur financier;Dépenses;Fonctionnement;Annuels;732 000
Finances;02;Activités en matière économique, fiscale, budgétaire et financière;02;Financement, gestion de la dette et opérations financières;Dépenses;Rémunération;Annuels;7 478 000
Finances;02;Activités en matière économique, fiscale, budgétaire et financière;02;Financement, gestion de la dette et opérations financières;Dépenses;Fonctionnement;Annuels;9 000
Finances;02;Activités en matière économique, fiscale, budgétaire et financière;02;Financement, gestion de la dette et opérations financières;Investissements;Immobilisations en ressources informationnelles;Annuels;309 000
Finances;02;Activités en matière économique, fiscale, budgétaire et financière;03;Soutien aux affaires fiscales, financières et économiques et à la recherche;Dépenses;Fonctionnement;Annuels;8 025 000
Finances;02;Activités en matière économique, fiscale, budgétaire et financière;03;Soutien aux affaires fiscales, financières et économiques et à la recherche;Dépenses;Transferts;Annuels;7 957 000
Finances;02;Activités en matière économique, fiscale, budgétaire et financière;03;Soutien aux affaires fiscales, financières et économiques et à la recherche;Dépenses;Affectation à un fonds spécial;Annuels;600 000
Finances;02;Activités en matière économique, fiscale, budgétaire et financière;04;Contrôleur des finances;Dépenses;Rémunération;Annuels;13 720 000
Finances;02;Activités en matière économique, fiscale, budgétaire et financière;04;Contrôleur des finances;Dépenses;Fonctionnement;Annuels;189 000
Finances;02;Activités en matière économique, fiscale, budgétaire et financière;04;Contrôleur des finances;Dépenses;;Ne nécessitant pas de crédits;-57 000
Finances;03;Contributions, frais de services bancaires et provision pour transférer des crédits;01;Contribution à l'Institut de la statistique du Québec;Dépenses;Transferts;Annuels;27 855 000
Finances;03;Contributions, frais de services bancaires et provision pour transférer des crédits;02;Frais de services bancaires;Dépenses;Fonctionnement;Permanents;15 873 000
Finances;03;Contributions, frais de services bancaires et provision pour transférer des crédits;02;Frais de services bancaires;Dépenses;;Ne nécessitant pas de crédits;-1 399 000
Finances;04;Relations avec les Québécois d'expression anglaise;01;Secrétariat aux relations avec les Québécois d'expression anglaise;Dépenses;Rémunération;Annuels;1 258 000
Finances;04;Relations avec les Québécois d'expression anglaise;01;Secrétariat aux relations avec les Québécois d'expression anglaise;Dépenses;Fonctionnement;Annuels;134 000
Finances;04;Relations avec les Québécois d'expression anglaise;01;Secrétariat aux relations avec les Québécois d'expression anglaise;Dépenses;Transferts;Annuels;13 300 000
Finances;04;Relations avec les Québécois d'expression anglaise;01;Secrétariat aux relations avec les Québécois d'expression anglaise;Dépenses;;Ne nécessitant pas de crédits;-30 000
Finances;05;Service de la dette;01;Service de la dette directe;Dépenses;Service de la dette;Permanents;6 784 448 000
Finances;05;Service de la dette;02;Intérêts sur le compte des régimes de retraite;Dépenses;Service de la dette;Permanents;254 936 000
Finances;05;Service de la dette;03;Intérêts sur le régime de rentes de survivants;Dépenses;Service de la dette;Annuels;711 000
Finances;05;Service de la dette;04;Intérêts sur l'obligation relative aux congés de maladie accumulés;Dépenses;;Ne nécessitant pas de crédits;-52 497 000
Immigration, Francisation et Intégration;01;Direction et soutien aux activités du Ministère;01;Direction et administration;Dépenses;Rémunération;Annuels;44 652 000
Immigration, Francisation et Intégration;01;Direction et soutien aux activités du Ministère;01;Direction et administration;Dépenses;Fonctionnement;Annuels;37 861 000
Immigration, Francisation et Intégration;01;Direction et soutien aux activités du Ministère;01;Direction et administration;Dépenses;Fonctionnement;Permanents;5 000
Immigration, Francisation et Intégration;01;Direction et soutien aux activités du Ministère;01;Direction et administration;Dépenses;Transferts;Annuels;248 000
Immigration, Francisation et Intégration;01;Direction et soutien aux activités du Ministère;01;Direction et administration;Investissements;Immobilisations autres qu'en ressources informationnelles;Annuels;82 000
Immigration, Francisation et Intégration;01;Direction et soutien aux activités du Ministère;01;Direction et administration;Investissements;Immobilisations en ressources informationnelles;Annuels;11 999 000
Immigration, Francisation et Intégration;01;Direction et soutien aux activités du Ministère;01;Direction et administration;Dépenses;;Ne nécessitant pas de crédits;8 227 000
